serial_number,session_id,date,time,lat,long,uv_bcc,blue_bcc,ir_bcc,uv_babs,blue_babs,ir_babs,date_time,day_type,id,date_start,date_end,start_time,end_time,exp_type,settlement_id,time_of_day,type_of_settlement
MA200-0416,54,2023-05-03,08:01:30,-15.798223495483398,34.991960883140564,5583,4262,3464,103367.09766654,62520.26154174,26965.90769364,2023-05-03T08:01:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:02:00,-15.79942548274994,34.99182039499283,10908,9436,8463,201957.42456503998,138418.86154572,65881.200003255,2023-05-03T08:02:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:02:30,-15.8004110455513,34.99192434549332,4387,3841,3448,81223.61767205999,56344.51538757,26841.35384748,2023-05-03T08:02:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:03:00,-15.8009974360466,34.99241155385971,4277,2784,2221,79187.00998025999,40839.13846368,17289.630770085,2023-05-03T08:03:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:03:30,-15.800723016262054,34.99348372220993,3588,2545,1874,66430.43998344,37333.19230965,14588.36923149,2023-05-03T08:03:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:04:00,-15.800307393074036,34.99436032772064,3201,1886,2143,59265.283831379995,27666.16923222,16682.430770055,2023-05-03T08:04:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:04:30,-15.801127552986143,34.99493497610092,3483,2634,1861,64486.40536853999,38638.75384818,14487.169231485,2023-05-03T08:04:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:05:00,-15.801826119422913,34.99568945169449,3235,2076,1126,59894.780754299994,30453.32307852,8765.476923510001,2023-05-03T08:05:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:05:30,-15.801758587360382,34.99664485454559,13988,12873,11806,258982.43993544,188837.00770221002,91905.16923531001,2023-05-03T08:05:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:06:00,-15.801166355609894,34.997458696365356,6482,5113,4624,120011.73689315999,75003.77692701,35996.06154024,2023-05-03T08:06:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:06:30,-15.800497353076937,34.99715465307236,4788,3966,3531,88647.97843943999,58178.16923382,27487.476924435003,2023-05-03T08:06:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:07:00,-15.80005258321762,34.99630105495453,3395,2422,1954,62857.11921509999,35528.87692494,15211.13846229,2023-05-03T08:07:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:07:30,-15.799304068088531,34.9956938624382,3202,1798,1862,59283.798446759996,26375.276924460002,14494.953846870001,2023-05-03T08:07:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:08:00,-15.7984277009964,34.99512106180191,3141,2464,1270,58154.40690857999,36144.98461728,9886.461538950001,2023-05-03T08:08:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:08:30,-15.797670543193815,34.9945952296257,2765,1755,1568,51192.911525699994,25744.50000135,12206.276923680001,2023-05-03T08:08:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:09:00,-15.7973530292511,34.99524796009064,2596,1921,2082,48063.94152648,28179.592309170002,16207.569231570002,2023-05-03T08:09:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:09:30,-15.79737401008606,34.99628835916519,3949,2406,2396,73114.21613562,35294.16923262,18651.938462460002,2023-05-03T08:09:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:10:00,-15.7974054813385,34.997216165065765,2804,2022,1222,51914.981525519994,29661.18461694,9512.80000047,2023-05-03T08:10:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:10:30,-15.797716557979584,34.99770200252533,2274,1769,1078,42102.23537412,25949.86923213,8391.81538503,2023-05-03T08:10:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:11:00,-15.798564851284029,34.99795997142792,2266,873,848,41954.118451079994,12806.23846221,6601.35384648,2023-05-03T08:11:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:11:30,-15.799079656600952,34.99816519021988,5364,6209,5177,99312.39689831999,91081.25385093,40300.953848145,2023-05-03T08:11:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:12:00,-15.799106776714323,34.9984695315361,2388,1048,1444,44212.90152743999,15373.35384696,11240.98461594,2023-05-03T08:12:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:12:30,-15.799149334430696,34.99873912334442,2367,1568,1136,43824.09460446,23001.353847360002,8843.32307736,2023-05-03T08:12:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:13:00,-15.79912668466568,34.99901354312897,2470,1616,506,45731.0999886,23705.47692432,3939.0153848100003,2023-05-03T08:13:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:13:30,-15.799129068851473,34.9986315369606,2962,1185,959,54840.290755559996,17383.03846245,7465.446154215,2023-05-03T08:13:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:14:00,-15.799278497695925,34.99802416563034,2398,1594,1087,44398.047681239994,23382.75384738,8461.876923495,2023-05-03T08:14:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:14:30,-15.800367414951324,34.997934103012085,2669,1126,845,49415.50844922,16517.55384702,6578.000000325001,2023-05-03T08:14:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:15:00,-15.801248848438265,34.99783509969711,3868,2340,1728,71614.53228983999,34326.0000018,13451.81538528,2023-05-03T08:15:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:15:30,-15.80181872844696,34.99873322248459,3377,2256,1756,62523.856138259995,33093.78461712,13669.78461606,2023-05-03T08:15:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:16:00,-15.80181723833084,34.99982279539108,3617,2619,2201,66967.36382946,38418.71538663,17133.938462385002,2023-05-03T08:16:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:16:30,-15.802569091320038,35.000633333285805,6778,5863,4870,125492.06304564,86005.70000451,37911.07692495,2023-05-03T08:16:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:17:00,-15.803325533866882,35.001274333219044,225855,251380,257376,4181618.4566498995,3687551.2309626,2003573.1693297601,2023-05-03T08:17:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:17:30,-15.803474068641664,35.00211999984458,884889,975647,1086890,16383379.48899282,14311990.99305819,8461020.615802651,2023-05-03T08:17:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:18:00,-15.802876591682434,35.00238749966957,41709,44979,52322,772226.09288442,659807.3308038301,407306.64617397,2023-05-03T08:18:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:18:30,-15.801541686058044,35.00262716668658,2717,2404,2297,50304.209987459995,35264.83077108,17881.261539345,2023-05-03T08:18:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:19:00,-15.800171077251434,35.002769666258246,2798,2084,2751,51803.89383324,30570.67692468,21415.476924135,2023-05-03T08:19:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:19:30,-15.79916399717331,35.00270833307877,4396,3629,2966,81390.24921047999,53234.638464330004,23089.16923191,2023-05-03T08:19:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:20:00,-15.798134446144104,35.002959833014756,2541,1669,1981,47045.637680579996,24482.94615513,15421.323077685001,2023-05-03T08:20:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:20:30,-15.797115981578829,35.00322433304973,2472,1826,1828,45768.129219359995,26786.01538602,14230.27692378,2023-05-03T08:20:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:21:00,-15.796299040317535,35.00346383336,2918,1711,1524,54025.647678839996,25099.05384747,11863.75384674,2023-05-03T08:21:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:21:30,-15.796170890331268,35.00318583310582,2303,1748,1569,42639.15922014,25641.815385960002,12214.061539065,2023-05-03T08:21:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:22:00,-15.796139478683472,35.00285583292134,2909,2311,2617,53859.01614042,33900.59230947,20372.338462545,2023-05-03T08:22:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:22:30,-15.796025216579435,35.002409166423604,3467,2201,1698,64190.17152246,32286.976924770002,13218.27692373,2023-05-03T08:22:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:23:00,-15.795688331127169,35.00218649930321,2900,1486,767,53692.384602,21798.476924220002,5970.800000295,2023-05-03T08:23:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:23:30,-15.79520320892334,35.002397999633104,1882,1426,1296,34844.50614516,20918.32307802,10088.86153896,2023-05-03T08:23:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:24:00,-15.794651746749878,35.00241666659713,4156,2542,1737,76946.74151928,37289.184617340004,13521.876923745001,2023-05-03T08:24:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:24:30,-15.794983863830566,35.001894333167,2905,1967,2572,53784.9576789,28854.37692459,20022.03077022,2023-05-03T08:24:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:25:00,-15.795250535011292,35.001008499995805,2304,1612,1938,42657.67383552,23646.80000124,15086.584616130001,2023-05-03T08:25:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:25:30,-15.795507371425629,35.00008116665413,1685,816,728,31197.1269153,11970.09230832,5667.2000002800005,2023-05-03T08:25:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:26:00,-15.79553997516632,34.999168395996094,3517,2432,2275,65115.90229145999,35675.56923264,17710.000000875,2023-05-03T08:26:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:26:30,-15.795496821403503,34.99824798107147,2509,2366,2210,46453.16998842,34707.40000182,17204.00000085,2023-05-03T08:26:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:27:00,-15.795845568180084,34.99773520231247,1713,1061,1468,31715.536145939997,15564.05384697,11427.81538518,2023-05-03T08:27:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:27:30,-15.796597301959991,34.99770551919937,3058,2329,1950,56617.69383203999,34164.638463330004,15180.00000075,2023-05-03T08:27:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:28:00,-15.79723185300827,34.99768990278244,5472,4402,3505,101311.97535935999,64573.953849540005,27285.076924425,2023-05-03T08:28:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:28:30,-15.797352015972136,34.997083246707916,4788,4191,3983,88647.97843943999,61478.74615707,31006.123078455003,2023-05-03T08:28:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:29:00,-15.797345340251924,34.99610048532486,1784,1274,783,33030.07383792,18688.60000098,6095.353846455,2023-05-03T08:29:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:29:30,-15.797402381896973,34.99508613348007,1822,1085,1181,33733.629222359996,15916.11538545,9193.630769685,2023-05-03T08:29:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:30:00,-15.7976832985878,34.994185388088226,2889,1890,572,53488.72383282,27724.8461553,4452.800000220001,2023-05-03T08:30:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:30:30,-15.7984219789505,34.993613839149475,2666,2612,2109,49359.96460308,38316.03077124,16417.753846965003,2023-05-03T08:30:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:31:00,-15.799356639385223,34.99367606639862,3366,2839,1924,62320.19536907999,41645.946156030004,14977.600000740002,2023-05-03T08:31:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:31:30,-15.800261378288267,34.994314193725586,3081,2581,2122,57043.52998578,37861.28461737,16518.953846970002,2023-05-03T08:31:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:32:00,-15.801093518733978,34.99490296840668,3255,1970,1501,60265.073061899995,28898.384616900003,11684.707692885,2023-05-03T08:32:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:32:30,-15.801660239696504,34.99540066719055,3720,3595,1641,68874.36921359999,52735.884618150005,12774.553846785,2023-05-03T08:32:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:33:00,-15.80194127559662,34.99631887674332,5198,4072,3833,96238.97074523999,59733.107695440005,29838.430770705003,2023-05-03T08:33:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:33:30,-15.80155384540558,34.99696725606918,2892,2678,1177,53544.267678959994,39284.20000206,9162.492308145,2023-05-03T08:33:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:34:00,-15.801141381263731,34.99752742052078,3052,2053,1339,56506.60613976,30115.930770810002,10423.600000515,2023-05-03T08:34:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:34:30,-15.801547825336456,34.99800956249237,3924,3549,2686,72651.35075112,52061.10000273,20909.47692411,2023-05-03T08:34:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:35:00,-15.801765501499176,34.998911678791046,3624,3181,2387,67096.96613711999,46662.82307937,18581.876923995,2023-05-03T08:35:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:35:30,-15.801800787448885,34.9998060464859,2850,2535,1090,52766.653833,37186.50000195,8485.230769650001,2023-05-03T08:35:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:36:00,-15.801226913928986,34.99992161989212,2902,2427,2756,53729.413832759994,35602.223078790004,21454.40000106,2023-05-03T08:36:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:36:30,-15.800700902938845,35.000007499999356,1996,1614,1144,36955.17229848,23676.13846278,8905.600000440001,2023-05-03T08:36:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:37:00,-15.800105333328249,35.00011249999807,1795,2073,1263,33233.7346071,30409.31538621,9831.969231255,2023-05-03T08:37:00Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
MA200-0416,54,2023-05-03,08:37:30,-15.800363659858704,35.00004199999603,1778,976,507,32918.986145639996,14317.16923152,3946.8000001950004,2023-05-03T08:37:30Z,weekday,3,2023-05-03,2023-05-03,2023-05-03T07:55:00Z,2023-05-03T08:41:00Z,mobile_monitoring,Sunnyside,Morning,Formal
